mp_id,formula,bandgap_eV,nsites,density_g_per_cm3,volume_per_atom_A3,spacegroup_number,crystal_system,nelements
mp-14380,CsNaSnF6,5.357,72,3.8936,18.4143,60,Orthorhombic,4
mp-1201790,CsP7,1.2774,32,2.6439,27.4555,57,Orthorhombic,2
mp-1182477,AsN(OF3)2,2.7442,10,2.6574,14.6793,12,Monoclinic,4
mp-645687,CsTi(PS4)2,1.3678,48,2.3864,28.9485,9,Monoclinic,4
mp-1224373,GeTePt,0.2559,12,10.5298,20.7806,198,Cubic,3
mp-726170,RbF3,2.1173,16,3.0626,19.3106,4,Monoclinic,2
mp-1113733,Rb2LiInF6,5.2622,10,4.293,15.7306,225,Cubic,4
mp-28691,TaTe4I,0.5627,12,6.5412,34.62,2,Triclinic,3
mp-9565,Ca(MgSb)2,0.7931,5,3.8693,28.5137,164,Trigonal,3
mp-989548,Rb2NaTlF6,3.6281,10,4.6767,18.19,225,Cubic,4
mp-6654,Cs2LiGaF6,6.1115,10,4.1763,18.1493,164,Trigonal,4
mp-27750,AsXeF7,2.8699,36,3.7541,16.6708,14,Monoclinic,3
mp-559820,LaSClO4,4.0939,28,4.0038,16.0222,14,Monoclinic,4
mp-17129,Sr3(AlN2)2,1.9055,36,4.3738,15.7284,52,Orthorhombic,3
mp-31036,CuTe2Br,0.7461,16,5.4383,30.4309,14,Monoclinic,3
mp-1213198,CuAg2P2O7,0.4723,24,4.4477,14.101,15,Monoclinic,4
mp-29878,Re2PCl13,0.8324,32,3.2098,27.945,11,Monoclinic,3
mp-28070,Rb2TeI6,1.6225,18,4.3627,44.8269,128,Tetragonal,3
mp-1196815,Np(PS3)4,0.25,34,2.9123,25.0097,88,Tetragonal,3
mp-862754,PrBS3,2.4441,20,3.9679,20.7501,33,Orthorhombic,3
mp-558910,Li2U3(PO5)4,2.1734,29,4.5772,14.6596,2,Triclinic,4
mp-754510,K3NiPCO7,3.8376,26,2.9717,14.226,11,Monoclinic,5
mp-554894,MgTlP(H6O5)2,4.6526,50,2.9724,9.648,31,Orthorhombic,5
mp-34580,Er3Pb4F17,5.0743,48,8.3774,13.6568,1,Triclinic,3
mp-1224092,In5AgSe8,0.2236,14,5.3443,29.1546,5,Monoclinic,3
mp-29085,Sr5Zr3F22,5.3672,60,4.636,13.4885,18,Orthorhombic,3
mp-1228058,Ba3MgTaNbO9,2.8443,15,6.6509,14.2168,156,Trigonal,5
mp-1029349,Y4Se3N2,1.3943,9,4.9891,22.9476,12,Monoclinic,3
mp-1202294,NiP2H2O7,4.8327,96,2.8313,11.4684,14,Monoclinic,4
mp-1207064,Ba2TbTaO6,3.5128,10,7.5739,15.5778,87,Tetragonal,4
mp-1105291,Li2MnSnS4,0.0707,16,2.9925,21.9043,7,Monoclinic,4
mp-8947,Sr(BS2)2,2.828,28,2.9652,19.0002,14,Monoclinic,3
mp-1196471,Cs4Co3F10,2.399,34,4.839,18.135,64,Orthorhombic,3
mp-1190470,Gd2CoTe2(SO7)2,2.1634,21,5.0426,14.3757,2,Triclinic,5
mp-21535,Mn4Be3Ge3SeO12,2.5408,46,3.82,13.9039,218,Cubic,5
mp-773906,KNaZrSi3H4O11,4.9974,84,2.6934,12.2598,33,Orthorhombic,6
mp-1208444,Ta3Tl2Cl9,1.3454,28,5.7027,26.4289,12,Monoclinic,3
mp-27153,UBr4,0.2115,10,5.0979,36.328,12,Monoclinic,2
mp-1078677,Sr2H6Os,2.4354,9,5.5673,12.3124,225,Cubic,3
mp-1222196,Mg2V2CoO8,2.5147,26,3.7531,11.4839,64,Orthorhombic,4
mp-1200066,Tl3Bi3(PS4)4,2.0969,208,4.3764,27.3922,14,Monoclinic,4
mp-1195907,Nd4GaSbS9,2.1846,60,4.8886,23.9369,41,Orthorhombic,4
mp-18109,RbDy(SO4)2,5.7194,48,4.2061,14.4787,52,Orthorhombic,4
mp-1186277,Nd3FeO6,2.0809,20,6.5039,14.9249,36,Orthorhombic,3
mp-1203210,ZnTeH12Se3N4,1.6757,84,2.6701,14.7482,29,Orthorhombic,5
mp-1224251,K3Er7S12,1.8393,44,4.8551,26.0074,31,Orthorhombic,3
mp-3349,Sr3Ti2O7,1.8405,12,5.0223,12.9659,139,Tetragonal,3
mp-557832,K2Cd(AuS)4,2.0329,22,6.3932,26.1326,72,Orthorhombic,4
mp-1224908,FeNiSb6,0.1285,16,7.4583,23.5195,12,Monoclinic,3
mp-1183302,Ba(GaAs)2,1.3062,20,5.3567,26.4498,14,Monoclinic,3
mp-561360,Ca51W12N56O3,1.8087,122,4.3844,15.7781,2,Triclinic,4
mp-15576,Dy3Ga5O12,3.5134,80,7.3665,11.5877,230,Cubic,3
mp-774927,NdH4S2NO8,5.596,64,3.3326,11.0368,14,Monoclinic,5
mp-22200,LiMnFeF6,2.4344,27,3.5057,12.1952,150,Trigonal,4
mp-1228581,Ba4Na2W2O11,3.6266,19,6.0194,16.5367,38,Orthorhombic,4
mp-557584,K4Ba(GeO3)3,3.2348,34,3.5359,18.1119,5,Monoclinic,4
mp-662547,PSeCl9,2.2607,44,2.35,27.5588,46,Orthorhombic,3
mp-5625,Ag2SO4,1.2289,14,5.4274,13.6281,70,Orthorhombic,3
mp-7148,K2SrTa2O7,2.0748,12,5.958,14.8577,139,Tetragonal,4
mp-558077,Ba3Na2Cr4F20,3.5814,58,4.0162,14.912,14,Monoclinic,4
mp-1226278,CrSb3Pb4O13,1.1067,42,8.0482,14.2861,160,Trigonal,4
mp-16594,K3TbSi2O7,3.6879,78,3.528,16.0895,193,Hexagonal,4
mp-17664,LiNi2P3O10,4.0164,32,3.5821,10.9298,11,Monoclinic,4
mp-1205419,SrSnS3,0.8336,20,4.3743,22.9684,62,Orthorhombic,3
mp-1019523,Ba3NaY3(Si3O10)2,4.8815,66,3.9724,15.0765,40,Orthorhombic,5
mp-568863,LiEu2CBr3N2,0.8303,36,5.0232,21.6933,227,Cubic,5
mp-4412,La4Se3O4,1.3261,11,6.1301,21.0918,38,Orthorhombic,3
mp-1224,HgO,1.1867,8,10.7702,16.6968,62,Orthorhombic,2
mp-766387,RbAl11O17,4.7302,58,3.5123,10.6661,194,Hexagonal,3
mp-541508,KVPbO4,3.3834,28,5.0161,17.0836,62,Orthorhombic,4
mp-556523,LaPb6ClO7,2.1393,30,7.5189,22.5199,12,Monoclinic,4
mp-1019782,K2LiB(PO4)2,5.5562,56,2.6452,12.8192,14,Monoclinic,5
mp-695800,KScAs2(HO4)2,3.86,28,3.0191,14.2968,15,Monoclinic,5
mp-1285565,YCrO4,0.7015,24,4.311,13.1541,21,Orthorhombic,3
mp-1227994,BaAlSi5N7O2,4.0159,16,3.61,12.4995,1,Triclinic,5
mp-1204043,CoH18CN6ClO3,2.3067,120,1.6241,8.7445,198,Cubic,6
mp-1205043,Rb7Fe7P8(HO9)4,2.2818,124,3.3507,14.5237,14,Monoclinic,5
mp-559227,RbGeBiS4,1.9729,28,4.0494,29.018,14,Monoclinic,4
mp-554519,Gd4Ti(SeO)4,0.3285,13,6.7339,20.0443,12,Monoclinic,4
mp-667292,K2MgSi5O12,4.7841,160,2.3625,15.2846,14,Monoclinic,4
mp-616196,OsC3I2O3,1.7956,18,4.2733,22.7999,12,Monoclinic,4
mp-1191253,DyCrB4,0.3833,24,7.3235,9.7401,55,Orthorhombic,3
mp-556697,CaTa2Bi2O9,2.9261,28,8.272,13.8216,36,Orthorhombic,4
mp-6987,Sr(GaTe2)2,0.4519,14,5.1772,33.7906,66,Orthorhombic,3
mp-1203394,Li2MnP2O7,4.3532,48,2.9054,11.5623,14,Monoclinic,4
mp-1194583,Ba3Sb2Se7,0.9106,48,4.924,33.9542,15,Monoclinic,3
mp-10461,NaSr3SbO6,2.9095,22,5.0521,15.0478,167,Trigonal,4
mp-561410,LiFeMoClO4,3.0476,16,3.3305,16.0902,11,Monoclinic,5
mp-7979,K2PdF6,2.0399,9,3.8403,14.3464,164,Trigonal,3
mp-1226438,CsSm(PO3)4,5.6019,108,3.3314,16.5916,9,Monoclinic,4
mp-1194950,Na3U6AlF30,0.2511,80,6.3143,13.7675,165,Trigonal,4
mp-510366,K6Co2O5,0.6966,26,2.7073,20.4039,136,Tetragonal,3
mp-1192584,Na5Er4Si4O16F,4.7933,30,5.337,12.148,82,Tetragonal,5
mp-10155,P2Ir,0.6331,12,9.2025,15.2876,14,Monoclinic,2
mp-19352,KAl(MoO4)2,3.8895,12,3.1813,16.7879,164,Trigonal,4
mp-17282,SrTh2Se5,1.48,32,7.1086,27.6373,14,Monoclinic,3
mp-755326,Sr3WO6,3.4987,20,6.0723,14.8406,14,Monoclinic,3
mp-771012,Na2VAsCO7,0.9742,48,2.9426,13.9127,11,Monoclinic,5
mp-29001,NaLuCl4,5.1598,24,3.5314,26.6276,60,Orthorhombic,3
mp-3931,SmSF,1.2297,6,6.469,17.2347,129,Tetragonal,3
mp-17715,SrTa2O6,3.2307,36,7.6038,13.2367,62,Orthorhombic,3
mp-691115,Li4Mn5O12,1.0113,42,4.1314,9.4634,15,Monoclinic,3
mp-504451,Cs3MnCl5,2.8966,18,3.3002,35.2729,140,Tetragonal,3
mp-30946,Ga2PdI8,1.4176,11,4.4374,42.9021,12,Monoclinic,3
mp-510246,MnP4H16(NO8)2,4.0598,39,2.0109,10.1415,2,Triclinic,5
mp-5418,Li6Zr2O7,4.0047,30,3.5851,10.3779,15,Monoclinic,3
mp-556507,Sr2FeBrO3,1.1631,28,4.8373,17.6047,129,Tetragonal,4
mp-559719,LiPr(SO4)2,5.3953,48,3.4914,13.4744,14,Monoclinic,4
mp-1403705,Mn3Zn2O8,1.2299,13,5.3105,10.1895,12,Monoclinic,3
mp-1188599,Gd3Sb4Au3,0.4978,20,10.2776,25.0382,220,Cubic,3
mp-27313,NbSeF9,5.0491,44,3.3865,15.2832,146,Trigonal,3
mp-1201699,Na4Mn2P2O7F6,1.5858,42,3.0273,12.793,13,Monoclinic,5
mp-1204443,PH18PtC6S3BrF6,3.0185,144,2.1234,13.1719,14,Monoclinic,7
mp-1091384,NbTl3S4,2.458,8,5.9738,28.9895,217,Cubic,3
mp-560760,Tl4V5CdClO15,2.152,26,4.9327,18.9049,75,Tetragonal,5
mp-4394,Pr2Sn2O7,2.6358,22,6.9037,13.8026,227,Cubic,3
mp-29839,Bi2SeO5,2.8422,32,7.4872,15.9939,39,Orthorhombic,3
mp-1209523,Rb3Sc2Br9,2.9297,28,3.6806,34.335,194,Hexagonal,3
mp-850796,Na6V2C4SO16,2.7061,58,2.6979,12.2233,203,Cubic,5
mp-18292,La4MnS6O,2.3212,24,5.0597,22.3977,186,Hexagonal,4
mp-1225120,Er(CuS)3,1.4456,14,6.281,17.1501,148,Trigonal,3
mp-19852,Ba2UMnO6,0.0613,10,6.9897,15.7654,225,Cubic,4
mp-1183951,Cs3Pb4Au,0.7054,16,6.4477,45.8573,59,Orthorhombic,3
mp-1211256,Li3Sm3(TeO6)2,3.4655,80,6.099,12.5118,230,Cubic,4
mp-1191882,SmCrB4,0.3607,24,6.7142,10.1236,55,Orthorhombic,3
mp-1212454,La3Lu2(GaO4)3,3.2851,80,6.9271,13.9971,230,Cubic,4
mp-15784,KGdS2,1.8308,4,4.0743,26.5403,166,Trigonal,3
mp-1192677,Cs4Pr6OsI13,0.0501,24,4.7641,46.7218,12,Monoclinic,4
mp-30293,Sr2GeSe4,1.7283,14,4.5357,29.4832,40,Orthorhombic,3
mp-667344,Rb3Nb5P2O19,2.8452,174,3.9277,15.8448,167,Trigonal,4
mp-647102,KNOF2,3.2687,20,2.0137,17.6634,62,Orthorhombic,4
mp-1210845,NaGaGeO4,3.1217,84,3.8106,14.2775,14,Monoclinic,4
mp-546011,YZnAsO,1.2015,8,5.7517,17.7002,129,Tetragonal,4
mp-532290,Zr3BiF15,5.2282,76,4.7096,14.245,2,Triclinic,3
mp-1202858,Hg2GeS6Cl2O21,2.1278,128,3.6207,15.3799,14,Monoclinic,5
mp-16610,Ge3Os2,1.0843,40,12.8705,15.4405,60,Orthorhombic,2
mp-557403,LiFe2F6,1.7058,18,3.6266,11.8347,102,Tetragonal,3
mp-779763,Tb2Ti2O7,3.0997,44,6.7465,11.7602,4,Monoclinic,3
mp-28994,KLi2As,0.6878,8,2.2887,23.1994,59,Orthorhombic,3
mp-16929,Pr3Si6N11,2.9904,40,4.9669,12.4587,100,Tetragonal,3
mp-2714261,NaMgSc(SO4)3,4.2888,108,2.4978,14.0508,161,Trigonal,5
mp-1192390,Na5Gd4Si4O16F,3.0854,30,4.9214,12.7236,82,Tetragonal,5
mp-505709,CsSmZnSe3,2.0424,12,5.0146,32.3169,63,Orthorhombic,4
mp-555514,OsOF5,0.8055,28,5.2222,13.683,33,Orthorhombic,3
mp-1208875,Sr2ErBiO6,1.9513,20,7.0981,15.1472,14,Monoclinic,4
mp-1200097,LaHoS3,0.7588,40,5.6155,23.6582,11,Monoclinic,3
mp-9910,K2Pd3S4,1.2114,18,4.123,23.5258,70,Orthorhombic,3
mp-7264,Nd(PO3)3,5.4867,26,3.6256,13.4288,20,Orthorhombic,3
mp-667379,Ba7Al64O103,4.2524,174,3.7303,11.0931,189,Hexagonal,3
mp-1205772,Cs2MnCl6,1.3423,9,3.268,30.1184,225,Cubic,3
mp-581419,K3Nb2Cu3S8,1.8542,32,2.99,26.0421,15,Monoclinic,4
mp-1195982,La2ThS5,1.4485,32,5.7112,24.3569,62,Orthorhombic,3
mp-865972,KTm2Cu3Se5,1.049,22,6.5744,22.0982,63,Orthorhombic,4
mp-720856,KCa(H2N)3,2.5876,44,1.7513,10.9682,14,Monoclinic,4
mp-1196835,K3Mo2O4F5,2.5171,56,3.3574,16.5392,58,Orthorhombic,4
mp-616461,Na2ZnCl4,4.5763,28,2.4226,24.7935,62,Orthorhombic,3
mp-28140,P2Pb3S8,2.3126,52,4.5968,26.1219,198,Cubic,3
mp-557829,Lu2Te5O13,3.0656,40,6.7121,14.7934,2,Triclinic,3
mp-554155,KSb(PO4)2,2.9559,12,3.3136,14.6497,148,Trigonal,4
mp-26001,LiNi(PO3)3,4.7526,56,3.2084,11.1848,19,Orthorhombic,4
mp-560117,CsMn(PO3)4,0.9425,36,3.0687,15.1434,4,Monoclinic,4
mp-1213950,CaAgAsO4,1.3007,14,4.7011,14.4755,63,Orthorhombic,4
mp-1095378,AsAuO4,1.8671,12,6.0677,15.3202,15,Monoclinic,3
mp-22304,Cd(InSe2)2,0.9564,7,5.2994,29.4494,82,Tetragonal,3
mp-1211686,KDy(MoO4)2,3.5956,48,4.4858,16.0866,60,Orthorhombic,4
mp-1219880,Pr6Ge3S14,1.3322,23,4.6731,23.3638,143,Trigonal,3
mp-1211416,KMg3Cu(AsO4)3,0.7082,40,4.074,12.0714,15,Monoclinic,5
mp-15201,Pr2Ti2O7,2.9729,44,5.8827,12.5624,4,Monoclinic,3
mp-558838,NiPtF6,2.0795,8,6.4627,11.8118,148,Trigonal,3
mp-551816,YBi2IO4,1.3836,8,7.6564,18.9168,123,Tetragonal,4
mp-21705,K2In3AgSe6,1.4892,48,4.5756,30.3718,15,Monoclinic,4
mp-999489,NaGdSe2,1.3585,4,5.3918,26.0364,166,Trigonal,3
mp-1195598,BaEr4Si5O17,4.782,54,5.5349,13.5425,11,Monoclinic,4
mp-600186,Cs2MnBr4,2.6151,28,3.807,39.9017,62,Orthorhombic,3
mp-646007,Cs2Tb6Te7N2,0.7434,17,6.1841,33.811,8,Monoclinic,4
mp-1227290,BiSb,0.1101,2,8.0469,34.1256,160,Trigonal,2
mp-7824,K2ReF6,1.6997,9,4.7132,14.8128,164,Trigonal,3
mp-555409,Ce3Si2S8I,0.1101,28,4.163,24.5011,15,Monoclinic,4
mp-1018093,CaGaGeH,0.4359,4,4.2501,17.9189,156,Trigonal,4
mp-22024,GdVO4,2.9685,12,5.4523,13.8161,141,Tetragonal,3
mp-4078,La2SO6,4.688,18,5.4755,13.6765,15,Monoclinic,3
mp-567910,CdHg6(As2Br3)2,1.3456,68,6.7894,30.1417,205,Cubic,4
mp-546625,HoBi2BrO4,1.3665,8,8.4713,17.8082,123,Tetragonal,4
mp-14006,BaGeF6,5.6043,8,4.8584,13.8405,166,Trigonal,3
mp-557773,Sc2TeO6,2.897,27,4.8702,11.8771,150,Trigonal,3
mp-5056,Mn2SiS4,0.3536,28,3.1593,19.9898,62,Orthorhombic,3
mp-1104676,Os(SeBr6)2,0.0757,15,4.3434,33.3119,12,Monoclinic,3
mp-28448,DyCl3,3.8954,8,4.5326,24.6246,63,Orthorhombic,2
mp-556541,InSb2S4Cl,1.5525,16,4.2419,25.5452,12,Monoclinic,4
mp-1209650,Rb2EuCl5,0.0114,32,3.4597,30.008,62,Orthorhombic,3
mp-1767,Tm2O3,3.6932,40,9.1509,14.0039,206,Cubic,2
mp-771762,Ho3Sb5O12,3.1437,40,6.9864,15.3969,217,Cubic,3
mp-1079630,Ba2TaInO6,3.9459,10,7.4684,14.8172,225,Cubic,4
mp-17447,Sr10P6SO24,3.5439,41,4.074,14.6942,147,Trigonal,4
mp-1194853,CsInHgS3,1.379,48,4.789,31.4669,15,Monoclinic,4
mp-557649,K2Ce(Si2O5)3,2.187,48,2.9612,14.6458,15,Monoclinic,4
mp-772900,Sm2TeO6,3.1843,36,6.9484,13.9225,19,Orthorhombic,3
mp-571432,La5C2I9,1.5131,128,4.7758,40.4348,61,Orthorhombic,3
mp-19914,RbGdTe4,0.0326,12,5.7218,36.4275,125,Tetragonal,3
mp-1101836,GdH2ClO2,3.0368,12,5.062,12.3955,11,Monoclinic,4
mp-12355,Sr2YTaO6,3.8491,20,6.4005,14.0379,14,Monoclinic,4
mp-540675,SeCl4,3.0664,40,2.5546,28.7018,15,Monoclinic,2
mp-554673,KZnB(PO4)2,4.9062,52,2.8641,13.6143,15,Monoclinic,5
mp-505321,CsNb(CuTe2)2,1.1447,32,5.3928,33.2284,33,Orthorhombic,4
mp-2757308,VBr3,0.6834,8,3.3552,35.9621,40,Orthorhombic,2
mp-721583,CdH2SeO5,2.5187,36,4.0602,12.4231,14,Monoclinic,4
mp-850189,LiVSnO4,1.4519,14,4.7244,12.0805,74,Orthorhombic,4
mp-555929,Sr2MnMoO6,0.9301,20,5.2393,13.3784,14,Monoclinic,4
mp-1209999,NaMnFeF6,2.4364,27,3.3083,13.8176,150,Trigonal,4
mp-777961,Li4V(BO3)2,2.9536,52,2.6351,9.5165,58,Orthorhombic,4
mp-1193408,KInBP2HO9,4.1152,30,3.4279,12.0031,2,Triclinic,6
mp-643895,Cs3MgH5,2.5844,18,3.2093,24.6097,140,Tetragonal,3
mp-1113226,Cs2AgMoF6,2.7943,10,5.0132,19.331,225,Cubic,4
mp-570971,Sr3Ga3N5,1.3619,22,5.3099,15.4106,2,Triclinic,3
mp-13283,Sm(ErS2)3,1.0887,20,6.1241,22.8992,11,Monoclinic,3
mp-560861,Cs2KMnF6,1.7435,10,4.0139,19.6025,139,Tetragonal,4
mp-1190341,Nd2CoTe2(SO7)2,3.1295,21,4.7151,14.9379,2,Triclinic,5
mp-573631,Cs3As7,1.5703,80,4.0301,38.0374,61,Orthorhombic,2
mp-569309,RbMnCl3,1.3133,30,3.1146,26.312,194,Hexagonal,3
mp-1209097,RbTa(BO3)2,3.4509,20,4.33,14.7276,31,Orthorhombic,4
mp-1101461,Rb2ZrO3,3.5386,24,4.3913,19.5473,62,Orthorhombic,3
mp-1080041,Cs2NaBiCl6,3.7126,10,3.6699,32.1485,225,Cubic,4
mp-30313,Tb2Se2O7,3.3263,44,6.6637,13.3151,138,Tetragonal,3
mp-770128,Cs6Ti2O7,3.5237,30,4.5874,24.2567,14,Monoclinic,3
mp-1205427,BaV2Ni3(HO5)2,2.5876,18,4.4306,12.0204,12,Monoclinic,5
mp-24335,YH5(SeO4)2,4.4317,64,3.2915,11.9774,19,Orthorhombic,4
mp-1211225,KTlSe2,1.3576,8,5.6473,29.5069,140,Tetragonal,3
mp-696078,K3ZrH2S(OF)5,5.0454,68,2.6703,15.2751,14,Monoclinic,6
mp-542233,Rb3As11,1.5536,56,3.7705,33.991,60,Orthorhombic,2
mp-1199243,Cs6Ho21S34Cl,1.9586,62,5.2704,27.3733,12,Monoclinic,4
mp-1110987,Cs2YAgF6,3.3465,10,4.596,20.8319,225,Cubic,4
mp-1211517,KLu(CO3)2,4.5532,20,4.348,12.7589,15,Monoclinic,4
mp-1202890,K2B2Se3O10,4.1143,68,2.9261,16.5808,62,Orthorhombic,4
mp-1198737,CsTc3(Se2Br)2,1.0219,40,4.9896,30.0368,14,Monoclinic,4
mp-1195659,Th(SeO3)2,3.936,36,5.819,15.4084,14,Monoclinic,3
mp-569686,La3C2I3,0.0329,64,5.6267,30.3034,20,Orthorhombic,3
mp-1214542,Ba6Y2Ga4O15,3.6041,54,5.5553,16.835,13,Monoclinic,4
mp-555082,CsLi5(BO3)2,3.6328,28,2.7715,12.2068,15,Monoclinic,4
mp-1102325,Ba2Na2U(S2O)2,1.2453,11,4.5175,24.0237,2,Triclinic,5
mp-560578,RbTeNO3F4,3.3979,40,3.4342,16.9751,1,Triclinic,5
mp-558191,Na2ZrSi2O7,4.5653,24,3.2401,13.0419,2,Triclinic,4
mp-1200013,Rb18Mg6B29O58F,3.7865,224,2.7686,15.7696,15,Monoclinic,5
mp-560929,Na3CrF6,3.8005,20,3.2553,11.9853,14,Monoclinic,3
mp-16861,Na5GeAs3,0.5043,36,3.2868,23.1476,14,Monoclinic,3
mp-542399,Ba6Na2Mn2Ru2O17,0.3858,58,5.2824,15.7606,194,Hexagonal,5
mp-1228547,Ba4Ta10FeO30,2.0407,45,7.678,13.9117,44,Orthorhombic,4
mp-1211468,Li6Er(BO3)3,4.7625,76,3.4903,9.6488,14,Monoclinic,4
mp-1208602,SrZrF6,6.1738,16,4.4175,13.7595,67,Orthorhombic,3
mp-1200674,SrTe(HO2)2,3.8288,32,4.02,14.5212,14,Monoclinic,4
mp-643,ThO2,4.4187,3,9.9813,14.6422,225,Cubic,2
mp-698669,Nd2(MoO4)3,3.6032,34,5.1926,14.4527,15,Monoclinic,3
mp-1212840,Er4OsBr4,0.7195,18,7.794,27.9073,15,Monoclinic,3
mp-557821,Ca3Cr3(PO4)4,3.2522,52,3.1436,13.33,2,Triclinic,4
mp-28029,TcP3,0.4506,16,5.1579,15.3662,62,Orthorhombic,2
mp-1211764,K3Gd(BO3)2,2.6966,48,3.5871,15.1284,62,Orthorhombic,4
mp-1189135,Dy3Cu3Sb4,0.2964,20,8.9179,21.696,220,Cubic,3
mp-1192185,DyPS,0.3391,24,6.2914,19.8427,62,Orthorhombic,3
mp-27614,Ca2V2O7,2.9553,22,3.3547,13.2314,2,Triclinic,3
mp-1217272,TeAsIr,1.0847,12,10.9632,19.9297,198,Cubic,3
mp-12244,Cs3TiF7,2.9901,22,4.3354,20.1808,127,Tetragonal,3
mp-758103,YH2(CO3)2,3.4785,44,2.447,13.0132,20,Orthorhombic,4
mp-556279,K2Ni2(MoO4)3,3.2782,76,3.6491,16.1761,14,Monoclinic,4
mp-9462,CsTeSe3,0.9842,20,4.5413,36.3738,14,Monoclinic,3
mp-5692,TbRhO3,0.8749,20,8.9649,11.4777,62,Orthorhombic,3
mp-23933,AlH3,2.1977,8,1.5175,8.2085,167,Trigonal,2
mp-571518,WCl6,1.9169,7,3.4488,27.2766,148,Trigonal,2
mp-568329,K3Na2SnBi3,0.0109,36,4.4072,38.0519,73,Orthorhombic,4
mp-777297,K5H(CN2)2,3.8833,48,2.0367,18.7892,130,Tetragonal,4
mp-23713,CaH2,3.0275,12,1.9607,11.883,62,Orthorhombic,2
mp-11641,Ag2SeO4,0.4264,14,5.7669,14.7548,70,Orthorhombic,3
mp-567841,Be3P2,0.8891,40,2.2315,13.2433,206,Cubic,2
mp-582161,K3Ta2Ag3Se8,2.076,32,4.6592,31.9531,15,Monoclinic,4
mp-17784,CaTiGeO5,2.9496,32,3.9682,12.5842,14,Monoclinic,4
mp-19162,LaVO4,2.8563,12,4.6218,15.2005,141,Tetragonal,3
mp-1112482,Cs2YTlF6,4.7054,10,5.0139,22.2921,225,Cubic,4
mp-1205860,Sr(InAs)2,0.4456,10,5.4233,28.6037,194,Hexagonal,3
mp-585184,Mo2P3O13,0.8492,72,2.784,16.3295,4,Monoclinic,3
mp-31415,La3TaO7,3.4556,22,7.1503,14.9824,63,Orthorhombic,3
mp-3962,LaPO4,4.486,24,5.0669,12.7745,14,Monoclinic,3
mp-1211003,Lu4MgNi,0.0158,24,8.8319,24.5318,216,Cubic,3
mp-569806,K5Na(Ti2Se9)3,0.814,78,3.8752,28.9798,159,Trigonal,4
mp-555911,TlAsF6,4.606,8,5.4852,14.8828,148,Trigonal,3
mp-2715166,Na6HfMg7(SO4)12,4.2652,222,2.7218,13.5153,1,Triclinic,5
mp-17071,Rb2CrO4,3.1436,28,3.6835,18.4783,62,Orthorhombic,3
mp-12240,Na2LiBe2F7,6.9483,24,2.3338,12.0917,113,Tetragonal,4
mp-558227,K2RbMn2F7,2.6186,12,3.3453,16.8161,139,Tetragonal,4
mp-626378,As3HO6,3.6721,40,3.7301,14.3244,14,Monoclinic,3
mp-558195,Ba2HoB2ClO6,4.0845,24,4.9936,16.4233,11,Monoclinic,5
mp-551269,Ba2LaSbO6,3.8961,10,6.4793,16.1797,148,Trigonal,4
mp-555377,Li4WO5,3.8894,20,5.1685,9.3686,2,Triclinic,3
mp-16961,Na6Si2Se7,2.1551,30,3.2211,25.6669,15,Monoclinic,3
mp-7060,LaZnPO,0.6563,8,5.6916,18.3284,129,Tetragonal,4
mp-6433,KNd(PO3)4,5.3535,36,3.3673,13.6772,4,Monoclinic,4
mp-3992,PrSF,1.2541,6,5.7775,18.3916,129,Tetragonal,3
mp-707023,H6CN3Cl,5.2732,88,1.4093,10.2331,61,Orthorhombic,4
mp-1546049,ICl3,1.5693,8,3.0159,32.1083,2,Triclinic,2
mp-12902,ErAgTe2,0.8936,8,7.528,29.2452,113,Tetragonal,3
mp-17085,Rb2Zr3OF12,5.3336,36,4.2174,15.0625,166,Trigonal,4
mp-555652,K2Zn(SO4)2,4.5647,52,2.8032,15.2983,14,Monoclinic,4
mp-31417,Nd3TaO7,3.4716,22,7.5403,14.528,63,Orthorhombic,3
mp-1196144,ScH7(NO5)2,3.5835,40,1.7774,11.2119,2,Triclinic,4
mp-1211612,KDy3F10,6.9883,28,6.2403,13.6202,225,Cubic,3
mp-8511,PF5,7.1089,12,2.7027,12.8991,194,Hexagonal,2
mp-1200203,Bi2(S2O7)3,4.0708,58,4.0972,13.2255,2,Triclinic,3
mp-1247,Sb2Ir,0.5099,12,10.7728,22.3884,14,Monoclinic,2
mp-1203526,Cd4As2Br3,0.9704,72,5.3719,28.8231,205,Cubic,3
mp-10509,BaGaBO3F2,4.9696,16,4.8243,13.0734,176,Hexagonal,5
mp-572797,Cs2IrF6,0.0777,9,5.6786,18.5857,164,Trigonal,3
mp-23420,Ge19(PI)4,1.2366,54,5.4704,22.6164,218,Cubic,3
mp-561541,K2CrSO7,2.4957,44,2.4382,16.98,14,Monoclinic,4
mp-1100,YbC2,1.0375,3,8.4885,12.8499,139,Tetragonal,2
mp-17400,Ba2TaN3,2.0155,24,6.6942,20.5729,15,Monoclinic,3
mp-19359,NaFeO2,1.9919,4,4.3717,10.5248,166,Trigonal,3
mp-1213347,CsHo(MoO4)2,3.5409,24,5.0166,17.0389,13,Monoclinic,4
mp-1189209,Ho2Te3,0.5308,20,6.8215,34.6964,70,Orthorhombic,2
mp-12620,NdSeF,0.9158,6,6.8975,19.4361,129,Tetragonal,3
mp-1225400,Dy6Al2SiS14,2.467,23,5.1732,21.0173,143,Trigonal,4
mp-23645,KBiS(ClO2)2,4.2054,36,3.6713,20.8585,19,Orthorhombic,5
