mp_id,formula,bandgap_eV,nsites,density_g_per_cm3,volume_per_atom_A3,spacegroup_number,crystal_system,nelements
mp-29063,ThZrF8,5.6923,80,5.363,14.715,14,Monoclinic,3
mp-21957,KNi4(PO4)3,3.5552,80,3.9577,11.7224,58,Orthorhombic,4
mp-30938,PAuS4,1.3165,12,3.4353,28.6967,2,Triclinic,3
mp-706490,Mo9O26,0.4984,140,4.0654,14.9314,15,Monoclinic,2
mp-29666,Bi2Te2Se,0.5442,5,7.2935,34.2477,166,Trigonal,3
mp-1239167,TaCr3(CuS4)2,0.1422,28,4.8158,17.7467,17,Orthorhombic,4
mp-1202009,Sb2H18C3(IN)9,2.4614,82,2.8148,22.5307,63,Orthorhombic,5
mp-1209497,Rb2Si2Se5,2.3052,36,3.5142,32.6521,15,Monoclinic,3
mp-1228593,Ba6Y(ReO6)3,1.9671,56,6.8095,15.3235,12,Monoclinic,4
mp-23839,K2VH2OF5,0.2351,22,2.5198,14.5065,15,Monoclinic,5
mp-2755143,Ba4Hf3O10,3.5317,34,7.8774,15.435,139,Tetragonal,3
mp-863374,BiTeO4,2.2024,24,7.9837,13.8862,9,Monoclinic,3
mp-7693,BaTm2F8,7.2347,11,7.0334,13.4613,12,Monoclinic,3
mp-1205929,Ba2GdPaO6,3.1597,10,7.2179,17.46,225,Cubic,4
mp-556690,CsU6F25,0.078,64,6.9287,15.2488,194,Hexagonal,3
mp-568785,NaAl3NiCl12,1.4245,68,1.9051,30.152,14,Monoclinic,4
mp-541678,Cs3GaAs2,0.6952,48,4.16,41.1333,14,Monoclinic,3
mp-23562,KIO4,2.3492,12,3.7348,17.0435,88,Tetragonal,3
mp-1181012,Li4Re6S11,1.7328,84,6.2424,18.9718,56,Orthorhombic,3
mp-1190733,Cs4PbCl6,4.289,22,3.7226,38.5867,167,Trigonal,3
mp-554057,KPr(SO4)2,5.5778,24,3.6967,13.9301,2,Triclinic,4
mp-560866,LiLa(PO3)4,5.2206,36,3.1466,13.5373,15,Monoclinic,4
mp-554081,Ca2PClO4,5.3771,32,2.9071,15.0354,57,Orthorhombic,4
mp-1227203,Ca5As3ClO12,3.5157,42,3.5832,14.4015,173,Hexagonal,4
mp-1105961,ThTaN3,0.3495,20,11.4975,13.1429,62,Orthorhombic,3
mp-1210200,Nb3Tl2Cl9,1.0235,28,4.47,26.7086,12,Monoclinic,3
mp-1208160,Tm6Al43V4,0.0147,106,4.3331,17.1914,193,Hexagonal,3
mp-15796,LiHoSe2,1.5729,4,6.0258,22.7201,166,Trigonal,3
mp-1114027,Rb2LiTlBr6,0.5529,10,4.2054,34.0247,225,Cubic,4
mp-28580,Y2NCl3,2.0584,12,3.5924,22.9716,12,Monoclinic,3
mp-1112567,Cs2NaTmCl6,5.4487,10,3.4869,31.9287,225,Cubic,4
mp-20098,Ba2PbO4,1.2232,7,7.2031,17.9766,139,Tetragonal,3
mp-849286,Ba(GaS2)2,2.9088,84,3.873,24.8081,205,Cubic,3
mp-1189974,LiLa(CN2)2,3.2525,16,3.6146,12.9718,11,Monoclinic,4
mp-1113703,Rb2LiScF6,6.7042,10,3.6856,15.1753,225,Cubic,4
mp-556103,Cs3Ga2F9,5.7462,84,4.3413,19.375,185,Hexagonal,3
mp-1210458,Na3YSi3(HO2)6,4.9797,100,2.5945,11.2689,19,Orthorhombic,5
mp-1102395,SbRuSe,0.7549,12,8.2127,20.3397,14,Monoclinic,3
mp-1228963,AlAgSnSe4,1.1072,7,4.7684,28.3268,82,Tetragonal,4
mp-774155,Li2FeO3,0.0914,24,3.6288,8.9785,5,Monoclinic,3
mp-554264,Ba3Tb2(PS4)4,2.4175,100,3.4966,25.963,60,Orthorhombic,4
mp-10488,Cs2Ti(AgS2)2,1.6053,18,4.178,29.0434,132,Tetragonal,4
mp-1210788,Mn2Tl2(SO4)3,4.3732,76,4.7882,14.7266,198,Cubic,4
mp-1077904,CdPb2(ClO)2,2.4355,7,6.4392,23.1985,12,Monoclinic,4
mp-1079513,K2As2Pt,0.3521,10,4.9737,28.253,63,Orthorhombic,3
mp-573581,Na2TeSe3,1.2031,24,4.0591,27.986,15,Monoclinic,3
mp-1178160,HoBrO,4.5018,6,6.8227,21.1609,129,Tetragonal,3
mp-1199218,Li3As7(H3N)13,1.8092,248,1.6715,12.2849,33,Orthorhombic,4
mp-1214564,BaNaCrF6,4.3208,72,3.9101,15.3971,33,Orthorhombic,4
mp-13599,NaSn2F5,3.7838,64,4.3702,16.8803,133,Tetragonal,3
mp-14401,NaCaPO4,5.0934,84,3.0221,12.4052,33,Orthorhombic,4
mp-6785,K3UO2F5,2.7139,44,4.2762,17.0267,88,Tetragonal,4
mp-557330,Sr2B5ClO9,5.3364,68,3.1277,12.7652,34,Orthorhombic,4
mp-676448,CsTiZnOF5,3.1519,18,4.0521,16.263,74,Orthorhombic,5
mp-1203387,Ba2GaSbSe5,1.8067,36,5.0907,31.2033,62,Orthorhombic,4
mp-2858,ZrO2,3.5322,12,5.7773,11.8057,14,Monoclinic,2
mp-1195309,Ba2GaAsSe5,1.8703,36,4.9202,30.5281,62,Orthorhombic,4
mp-1197208,Sr9Mn5Co2O21,1.7904,74,5.0713,13.4262,167,Trigonal,4
mp-18464,Rb4GeO4,2.8624,36,4.2223,20.9096,14,Monoclinic,3
mp-1207656,YPtF7,2.1468,36,5.5321,13.907,14,Monoclinic,3
mp-555014,Rb2MnF5,1.5873,8,3.5719,18.6461,123,Tetragonal,3
mp-555451,Sr3U(Te2O7)2,1.9479,44,5.1482,18.1106,15,Monoclinic,4
mp-1193655,CaH6(SO4)4,5.8984,27,2.1739,12.1754,2,Triclinic,4
mp-5122,Na3AlP2,1.346,12,1.9665,22.222,72,Orthorhombic,3
mp-510569,CsCeCuS3,0.9341,12,4.4082,27.1698,63,Orthorhombic,4
mp-14215,Ba4GeP4,1.0088,72,4.2843,32.1199,218,Cubic,3
mp-1220004,PIrS,1.8489,12,9.299,15.1938,198,Cubic,3
mp-4135,RbPO3,5.1119,20,3.3065,16.5163,14,Monoclinic,3
mp-17693,SrCdP2O7,3.9048,44,3.9522,14.2842,14,Monoclinic,4
mp-1210195,NaCr(SO4)2,2.7232,12,2.8241,13.088,12,Monoclinic,4
mp-1188898,LiLa(CO3)2,4.1747,20,3.9211,11.259,15,Monoclinic,4
mp-8194,Ba2GeP2,0.6809,20,4.4806,30.3336,14,Monoclinic,3
mp-18795,Mn3TeO6,0.7582,20,5.3347,12.0901,148,Trigonal,3
mp-1200920,CaC2(NO)2,3.8086,42,2.6822,10.9766,161,Trigonal,4
mp-1024047,Na6ZnSe4,1.6667,22,3.2384,24.2016,186,Hexagonal,3
mp-27419,LiBiF6,2.5394,8,5.2911,12.9423,148,Trigonal,3
mp-1220699,Nd9Al5S21,2.3989,70,4.4326,22.5462,146,Trigonal,3
mp-1204928,PrHIClO13,0.1268,68,2.9698,16.8489,14,Monoclinic,5
mp-704408,K8V2(S2O9)3,1.9921,172,2.4844,16.1509,4,Monoclinic,4
mp-1102595,CsNpAgS3,0.0763,12,5.6041,28.3452,63,Orthorhombic,4
mp-4622,Li2BeF4,7.7223,42,2.2081,10.6236,148,Trigonal,3
mp-1203170,ZrSnH4NF7,4.034,56,3.5129,12.1875,53,Orthorhombic,5
mp-773085,LiCoSbO4,1.3587,28,5.0376,11.8493,74,Orthorhombic,4
mp-568001,AlHg2SbCl4,1.1967,64,4.7741,30.0749,60,Orthorhombic,4
mp-1211903,K2NdCl5,4.7465,32,2.9761,27.8772,62,Orthorhombic,3
mp-1221539,MoBr3O,0.9067,20,4.3176,27.0487,14,Monoclinic,3
mp-998980,TiAlFeCo,0.1246,4,6.4231,12.2558,216,Cubic,4
mp-1520641,Sr2TbBiO6,2.6815,40,6.9679,15.2315,201,Cubic,4
mp-1192598,RbBaVSe4,1.245,28,4.3059,32.481,62,Orthorhombic,4
mp-560675,K6Cu(SiO4)2,0.5215,17,2.6586,17.7201,2,Triclinic,4
mp-560721,NaCaBeSi2O6F,5.511,48,2.9743,11.3169,19,Orthorhombic,6
mp-5737,TbCuS2,1.1832,16,6.3962,18.6013,14,Monoclinic,3
mp-1210309,Na3TbBr6,4.4469,20,3.9695,29.5889,14,Monoclinic,3
mp-4759,ZrTe3O8,3.7385,48,5.4704,15.2287,206,Cubic,3
mp-567716,AlTlCl4,4.7337,24,3.5056,29.4615,62,Orthorhombic,3
mp-540914,K3MnO3,1.6113,28,2.8947,18.0479,14,Monoclinic,3
mp-1105332,TbCrTeO6,2.6885,18,6.2656,12.7954,163,Trigonal,4
mp-556609,KSb(PS3)2,2.2731,20,2.6159,26.3559,4,Monoclinic,4
mp-1204525,K2Sn(S2O7)3,3.4436,60,2.4574,16.3363,147,Trigonal,4
mp-27805,Ba3SiS5,3.0219,36,3.9986,27.7033,62,Orthorhombic,3
mp-559067,KNa2AuO2,2.0479,12,4.6258,18.7887,58,Orthorhombic,4
mp-2632,TlF3,1.2702,16,8.7005,12.4714,62,Orthorhombic,2
mp-861867,AcI3,2.5892,8,4.3344,58.2046,194,Hexagonal,2
mp-643002,Mg2H6Os,3.3481,9,5.568,8.1147,225,Cubic,3
mp-1227389,BiPbIO2,1.7164,5,8.2907,23.0367,107,Tetragonal,4
mp-758775,CsMnH4(OF2)2,2.1071,48,3.0732,13.5023,15,Monoclinic,5
mp-1019888,KNa2BN2,1.5818,6,2.1817,15.7177,139,Tetragonal,4
mp-22874,PBr5,1.6183,24,3.3704,35.3499,57,Orthorhombic,2
mp-581967,Nb2O5,1.7731,98,4.3004,14.6626,3,Monoclinic,2
mp-554310,TlBiS2,0.4949,4,7.2709,27.2627,166,Trigonal,3
mp-695505,K2LiNb6(PO8)3,2.295,36,3.3554,15.3894,1,Triclinic,5
mp-542656,Cs2AlP3O10,4.6788,64,3.3458,16.9272,14,Monoclinic,4
mp-1222325,LuCuPbS3,1.5137,12,7.0955,21.1367,36,Orthorhombic,4
mp-555904,NaSmGeO4,3.6029,28,4.9181,14.9519,62,Orthorhombic,4
mp-696528,KPH3NO3,4.8337,36,2.0353,12.2473,14,Monoclinic,5
mp-1196847,Mg5Nb(BO4)3,3.0182,84,3.4099,10.1767,62,Orthorhombic,4
mp-850995,Na4V2C4SO16,1.5818,54,2.5405,12.8291,70,Orthorhombic,5
mp-5899,NdAlO3,4.354,10,6.8847,10.5749,167,Trigonal,3
mp-1209302,Rb2TcCl6,1.2635,9,3.1862,27.8916,225,Cubic,3
mp-4899,GaAgTe2,0.1926,8,5.864,30.6391,122,Tetragonal,3
mp-1106360,SmCrTeO6,2.6949,18,5.9432,13.2236,163,Trigonal,4
mp-20042,TlInS2,0.4748,8,6.5755,24.2012,194,Hexagonal,3
mp-997089,NaAuO2,1.159,4,7.8885,13.2592,12,Monoclinic,3
mp-1193917,Sr(TbSe2)2,1.4432,28,6.0949,28.0741,62,Orthorhombic,3
mp-554303,La3U(ClO2)3,1.5772,26,6.3031,17.3692,176,Hexagonal,4
mp-10069,Ce(P3Ru)4,0.1915,17,5.8206,15.3732,204,Cubic,3
mp-776667,Cr3(FeO6)2,1.8236,68,3.0674,14.6377,14,Monoclinic,3
mp-647532,Eu5P3ClO12,0.6537,42,5.7857,14.7629,176,Hexagonal,4
mp-1196984,Ga2PbS4,2.2715,56,4.6734,24.1058,70,Orthorhombic,3
mp-18547,NaGdGeO4,3.3011,28,5.1089,14.7134,62,Orthorhombic,4
mp-510490,GdScS3,1.1774,20,4.5889,21.5957,62,Orthorhombic,3
mp-1203849,Ga8Sb7Se8Cl29,1.6847,104,3.1606,31.0172,2,Triclinic,4
mp-19240,ErCrO4,0.3004,12,6.1249,12.7988,141,Tetragonal,3
mp-1110896,K2NaBiCl6,3.7886,10,2.6837,32.3541,225,Cubic,4
mp-625924,H5NO,4.8125,28,1.022,8.1347,19,Orthorhombic,3
mp-6488,KTiAsO5,3.0836,64,3.2973,15.2266,33,Orthorhombic,4
mp-3216921,YbOF,5.4508,6,9.2916,12.3931,129,Tetragonal,3
mp-1212434,HfTe7SeCl6,1.0147,60,4.3918,34.3663,14,Monoclinic,4
mp-29797,GdBrO,0.0812,6,6.5309,21.4555,129,Tetragonal,3
mp-555338,BaMo2(PO6)2,3.0078,34,4.0273,14.1439,14,Monoclinic,4
mp-989606,CaReN3,1.8813,20,5.7022,15.6265,15,Monoclinic,3
mp-24589,K2HBrO,3.5348,10,2.4146,24.0848,11,Monoclinic,4
mp-9640,SrCu(SeO3)2,0.7134,20,4.1768,16.1046,15,Monoclinic,4
mp-1103709,Rb2Cd(IBr)2,3.171,14,3.9178,42.2011,40,Orthorhombic,4
mp-19161,Ca2CoWO6,1.2029,20,5.7439,12.1111,14,Monoclinic,4
mp-30303,Bi4O7,0.9108,22,9.23,15.5034,2,Triclinic,2
mp-8979,TaInO4,3.5727,12,8.1947,12.1502,13,Monoclinic,3
mp-1209088,RbYBeF6,7.4093,18,3.8267,14.338,11,Monoclinic,4
mp-1195744,BaEr2Si3O10,4.8348,32,5.5642,13.3566,11,Monoclinic,4
mp-27735,GaSbCl6,3.94,32,2.6747,31.3671,14,Monoclinic,3
mp-1203743,CsLu7Se11,1.5105,76,6.7302,28.9094,64,Orthorhombic,3
mp-558075,K2U(MoO5)2,2.3125,120,3.9209,18.8632,14,Monoclinic,4
mp-570229,ThBr4,2.6098,10,5.7046,32.1162,88,Tetragonal,2
mp-28695,KSiH3,2.5733,20,1.4584,15.9879,62,Orthorhombic,3
mp-1210699,Mn2Be3Tl2F12,4.1194,76,4.5508,14.8579,198,Cubic,4
mp-9567,Ba(MgSb)2,0.8466,5,4.3581,32.7269,164,Trigonal,3
mp-21733,Sr(InSe2)2,1.5637,56,5.0222,29.9036,70,Orthorhombic,3
mp-19281,LaCrO3,2.3706,20,6.7062,11.8309,62,Orthorhombic,3
mp-1029730,Ca4HfN4,1.2158,18,4.3196,16.8643,2,Triclinic,3
mp-556834,RuCl(OF3)2,0.562,20,2.9348,15.9851,13,Monoclinic,4
mp-1209621,PrGaGe2O7,3.2204,44,5.4278,13.0133,14,Monoclinic,4
mp-581173,Cs10Si7O9,1.415,104,3.6761,29.0078,13,Monoclinic,3
mp-762088,K2OsO5,1.6618,48,4.0507,17.8541,174,Hexagonal,3
mp-1211981,K(SiAs)3,1.4135,28,3.2278,25.5841,55,Orthorhombic,3
mp-31038,CuSe2Cl,0.8067,16,4.3156,24.7141,14,Monoclinic,3
mp-1208278,Th(P3Ru)4,0.0754,17,6.3751,15.4446,204,Cubic,3
mp-1227238,CaBiIO2,1.553,5,6.122,22.1311,107,Tetragonal,4
mp-505634,Cs2Te3,0.5258,10,4.5765,47.068,36,Orthorhombic,2
mp-567771,Ba(Si3N4)2,3.2602,15,3.8536,12.0048,44,Orthorhombic,3
mp-1206058,TlCl3,2.1998,8,4.4063,29.2763,12,Monoclinic,2
mp-1225938,CsMgCoF6,1.9747,18,3.8458,15.8382,74,Orthorhombic,4
mp-554432,ReSbOF10,2.0016,26,3.7907,17.3185,3,Monoclinic,4
mp-1197810,Cs6Dy21S34Cl,1.9469,62,5.0758,28.1535,12,Monoclinic,4
mp-1192249,Mn3TeP2Pb3O14,2.4566,46,5.9685,14.5151,150,Trigonal,5
mp-1220256,Nd6Ge3S14,1.2779,23,4.8235,22.9347,143,Trigonal,3
mp-1228550,Ba5V3HO13,3.9795,44,4.576,17.294,173,Hexagonal,4
mp-28855,Cd4OF6,1.8997,22,6.2685,13.9587,137,Tetragonal,3
mp-1101601,LiV2(PO4)3,1.3092,72,2.9521,12.3044,13,Monoclinic,4
mp-555027,CdGe(BiO3)2,1.9127,40,7.4216,15.6399,60,Orthorhombic,4
mp-28562,RbAsSe2,1.6541,32,3.8283,34.5173,15,Monoclinic,3
mp-1190429,Na2In2GeSe6,1.3672,22,4.0947,30.3053,9,Monoclinic,4
mp-7548,BaSe3,0.926,8,5.3019,29.2999,113,Tetragonal,2
mp-1221453,Na2CeO3,2.2946,24,4.5907,14.1127,15,Monoclinic,3
mp-17187,K3Nd(PO4)2,4.9309,28,3.5722,14.9906,11,Monoclinic,4
mp-560944,Cs4Ba(PO3)6,5.1063,58,3.4283,19.0866,159,Trigonal,4
mp-651741,Cs2Re2Se5,0.7173,54,5.5432,34.3843,167,Trigonal,3
mp-1183920,CsPaO3,2.973,5,7.8689,17.386,221,Cubic,3
mp-559200,Cd(InS2)2,1.0504,14,4.7899,23.2922,227,Cubic,3
mp-6076,Ca4LaB3O10,4.3032,18,3.4193,13.2644,8,Monoclinic,4
mp-1203865,RbNi4(PO4)3,3.8278,80,4.065,12.3601,58,Orthorhombic,4
mp-1203980,Lu11(Ni10C)6,0.0259,77,9.7564,12.1976,229,Cubic,3
mp-1019787,K2NaZn(BO2)5,4.2359,76,2.4741,13.4463,15,Monoclinic,5
mp-1205759,Ba2YbUO6,2.1684,10,7.9753,16.2762,225,Cubic,4
mp-1209455,Rb3TbCl6,4.9842,40,3.2106,32.4828,15,Monoclinic,3
mp-1041741,MgCuP2O7,0.3723,22,3.5492,11.1349,2,Triclinic,4
mp-582813,K10In5Sb9,0.6447,96,3.9196,36.3795,14,Monoclinic,3
mp-1106363,Ho3Sb4Au3,0.5576,20,10.9094,23.9388,220,Cubic,3
mp-1179614,SbH3S(O2F3)2,4.3864,30,2.6521,13.9764,2,Triclinic,5
mp-555104,Na2Er2B2O7,4.35,52,5.6808,11.5599,14,Monoclinic,4
mp-1200275,Be2AsH5O7,4.3533,60,2.3168,10.0334,14,Monoclinic,4
mp-23263,LaBr3,2.9266,8,4.9627,31.6715,176,Hexagonal,2
mp-28818,RbCr5Se8,0.0152,14,5.2539,22.0593,12,Monoclinic,3
mp-1194337,Sr(LuSe2)2,1.431,28,6.7326,26.5453,62,Orthorhombic,3
mp-19017,LiFePO4,3.9224,28,3.6831,10.1607,62,Orthorhombic,4
mp-1201953,Ba3Al2B10H4O23,4.9709,84,3.0184,12.3924,43,Orthorhombic,5
mp-189,SiRu,0.2299,8,8.2177,13.0492,198,Cubic,2
mp-1199487,MoH8(S2N)2,1.7787,60,2.077,13.8725,62,Orthorhombic,4
mp-30971,CuTe2Cl,0.5969,16,5.1371,28.6231,14,Monoclinic,3
mp-570270,NbSeCl3,0.7559,20,3.4353,26.8978,13,Monoclinic,3
mp-28796,Sr5(AuO4)2,1.1214,15,7.0339,15.1093,139,Tetragonal,3
mp-28575,W(S4Cl3)2,0.6399,30,2.6225,27.5685,2,Triclinic,3
mp-1229265,Ba3Ga2B10H4O23,4.7953,84,3.2684,12.4785,43,Orthorhombic,5
mp-559224,Sr3Al2Cl2O5,4.4213,48,3.6114,17.9217,19,Orthorhombic,4
mp-1047945,BaWF7,3.2735,36,5.4916,15.2586,14,Monoclinic,3
mp-8613,MnPS3,0.1562,10,2.7994,21.6046,12,Monoclinic,3
mp-1193984,Eu(ErSe2)2,0.1678,28,7.1014,26.8012,62,Orthorhombic,3
mp-999474,NaHoSe2,1.8867,4,5.6991,25.1919,166,Trigonal,3
mp-365,MgB4,0.3641,20,2.5275,8.8756,62,Orthorhombic,2
mp-1228069,BaLa2(SiS4)2,2.7289,26,3.5441,26.2318,9,Monoclinic,4
mp-1190192,RbI(OF)2,4.2045,24,3.8506,20.2946,29,Orthorhombic,4
mp-1204283,Na5Ga7H12S13O6,2.9954,86,2.6672,16.3312,219,Cubic,5
mp-10782,RbTbSe2,1.9336,4,5.4057,30.8958,166,Trigonal,3
mp-1852,UF5,0.3866,6,5.9983,15.3654,87,Tetragonal,2
mp-541837,Bi2Se3,0.3769,5,7.1643,30.3556,166,Trigonal,2
mp-555442,Ni7Te6(ClO9)2,2.7053,33,5.0765,15.2188,148,Trigonal,4
mp-1211484,KTm2Cl7,4.7734,40,3.8289,27.1113,14,Monoclinic,3
mp-28391,SiCl4,5.5658,20,1.8595,30.3444,14,Monoclinic,2
mp-638150,KPPbS4,2.3166,28,3.5721,26.9309,62,Orthorhombic,4
mp-756215,Sm2Mn2O7,0.975,22,6.8275,11.5547,227,Cubic,3
mp-1095467,Tm2Si2O7,4.7967,11,6.0854,12.553,12,Monoclinic,3
mp-23850,NaH2N,1.9459,16,1.4536,11.1419,70,Orthorhombic,3
mp-752672,NaDyO2,4.0314,16,6.6794,13.5172,15,Monoclinic,3
mp-12231,SnTe3O8,3.042,48,5.9174,14.7211,206,Cubic,3
mp-18048,LiZnAsO4,3.1119,42,3.7172,13.4825,146,Trigonal,4
mp-556378,BiSeClO3,3.5272,24,5.5753,18.4358,19,Orthorhombic,4
mp-629690,Bi2(PbS2)3,0.5275,22,6.9575,26.7299,12,Monoclinic,3
mp-17090,SrTlPS4,2.0933,28,4.0809,26.2304,62,Orthorhombic,4
mp-7020,LiYO2,4.3897,16,4.1035,12.9335,14,Monoclinic,3
mp-559710,NaInAs2O7,2.3567,44,4.4999,13.4069,15,Monoclinic,4
mp-1190457,Ba3UAgS6,0.6431,22,5.1228,28.0022,167,Trigonal,4
mp-14983,Si4P4Ru,1.4604,9,3.7073,16.7872,1,Triclinic,3
mp-2490,GaP,1.6039,2,4.1281,20.2529,216,Cubic,2
mp-10378,Cs3Sb,0.6126,4,4.3743,49.3946,225,Cubic,2
mp-1213159,CsSc(SO4)2,4.1888,12,2.9048,17.6254,150,Trigonal,4
mp-1209906,NdSO,1.6345,24,5.6895,18.7089,57,Orthorhombic,3
mp-1222482,Li6AsS5I,1.5398,13,2.4224,21.2922,1,Triclinic,4
mp-1225916,CsCNO,4.5353,8,3.2215,22.5408,46,Orthorhombic,4
mp-1214784,AsOsSe,1.0029,12,10.6667,17.8565,14,Monoclinic,3
mp-561031,Rb2MgP2WO10,3.3881,128,3.9556,15.7691,61,Orthorhombic,5
mp-827,KN3,3.8956,8,2.0578,16.3644,140,Tetragonal,2
mp-28104,Fe2MoP12,0.0211,60,4.4619,14.3733,60,Orthorhombic,3
mp-1211534,KPr(PSe3)2,2.0113,40,4.2402,28.0285,14,Monoclinic,4
mp-1206662,Cs2TiI6,0.8643,9,4.4856,44.2218,225,Cubic,3
mp-3551,TbAgTe2,0.8994,8,7.2143,30.0371,113,Tetragonal,3
mp-17777,Sr5As3O12F,3.9029,42,4.3253,15.9754,176,Hexagonal,4
mp-18750,Mn(FeO2)2,0.9977,14,5.4949,9.9563,227,Cubic,3
mp-579637,K2In2Sb3,1.2072,56,4.4691,35.7289,14,Monoclinic,3
mp-556425,SbF4,3.4513,80,4.292,15.3018,14,Monoclinic,2
mp-707218,Ba3AlHO4,4.0379,36,5.1877,17.9239,62,Orthorhombic,4
mp-1355181,Ba4CaV4Cu2F28,0.9638,39,4.1004,15.0793,5,Monoclinic,5
mp-23413,NbBiO4,2.9388,24,7.16,14.1426,52,Orthorhombic,3
mp-1202942,Mn3P3PbO12,0.8563,38,4.3914,13.0742,74,Orthorhombic,4
mp-1178405,Cs2HfO3,3.8149,12,6.3523,21.4486,63,Orthorhombic,3
mp-1196968,BH5(OF2)2,7.264,48,1.7857,9.597,14,Monoclinic,4
mp-570213,LiMgBi,0.3587,3,5.1178,25.9813,216,Cubic,3
mp-1105775,Sc4OsCl4,0.648,18,4.2796,22.068,15,Monoclinic,3
mp-2955,NaMgF3,6.7529,20,3.1456,11.011,62,Orthorhombic,3
mp-1222409,LiGaBH3O5,4.4692,22,2.4039,10.7068,9,Monoclinic,5
mp-569132,K3InCl6,3.5298,40,2.5883,28.538,14,Monoclinic,3
mp-1221990,MgVCrO4,1.8579,14,4.0993,11.0667,74,Orthorhombic,4
mp-2014940,Ta2SnO6,2.1184,18,8.1774,13.0098,15,Monoclinic,3
mp-18365,RbCuSe4,1.0105,24,4.6244,27.82,19,Orthorhombic,3
mp-723043,K2TeH6SeO10,3.4641,40,2.8895,12.9534,15,Monoclinic,5
mp-1195529,Ba2H2Pd(S5O17)2,1.5874,49,2.8749,14.7078,2,Triclinic,5
mp-1208162,Tl2GeF6,4.7147,9,7.0121,15.6663,164,Trigonal,3
mp-1197015,CdP2(H4O5)2,4.2597,42,2.6537,10.2031,14,Monoclinic,4
mp-30056,CsCaBr3,4.3923,5,3.6836,37.2078,221,Cubic,3
mp-14901,NaZnAsO4,3.009,84,3.9889,13.5187,14,Monoclinic,4
mp-2983,Ba(PN2)2,3.9903,84,4.6967,12.8947,205,Cubic,3
mp-1208845,Sr2HoBiO6,1.8268,20,6.993,15.3195,14,Monoclinic,4
mp-3123,PPdSe,0.9677,24,5.8946,20.3161,60,Orthorhombic,3
mp-1217219,Ti2Sb2Pb4O13,1.6247,21,7.7459,14.0472,44,Orthorhombic,4
mp-5587,Ba2ZnS3,2.0208,24,4.4335,27.2327,62,Orthorhombic,3
mp-1229338,Ba13Ca2Re9(ClO15)3,2.4046,144,5.8815,17.1265,143,Trigonal,5
mp-1202692,Eu5B3ClO9,0.2876,36,6.0115,14.9117,20,Orthorhombic,4
mp-556369,CdHg2SeO6,0.9506,20,6.9202,16.5221,2,Triclinic,4
mp-1120733,K2SnS3,2.2443,12,2.6726,30.3513,2,Triclinic,3
mp-26744,Mo4P7O24,0.894,70,3.3049,14.1342,2,Triclinic,3
mp-566599,La(IO3)3,3.1384,78,5.494,15.4287,9,Monoclinic,3
mp-863029,ErCl3,3.7739,8,3.2028,35.4652,194,Hexagonal,2
mp-24523,CsAlH24(SeO10)2,4.3981,192,2.2648,10.112,205,Cubic,5
mp-17960,BaSm2O4,3.1846,28,7.1421,16.675,62,Orthorhombic,3
mp-680374,KAlSiO4,4.7001,168,2.5412,14.7646,173,Hexagonal,4
mp-1029442,Mg2TaN3,3.0129,12,5.6859,13.2188,36,Orthorhombic,3
mp-1212937,Cu2SiHgSe4,0.0161,16,6.0172,23.1675,31,Orthorhombic,4
mp-697575,Rb2ZnH4,4.0139,28,3.0891,18.4591,62,Orthorhombic,3
mp-541059,Rb2(ReSe2)3,1.0359,44,6.9985,25.9558,15,Monoclinic,3
mp-1203307,Rb6U2(Cu4S5)3,0.4908,140,4.3596,24.2942,230,Cubic,4
mp-561647,Cs2TeOF4,5.0319,16,4.2795,23.5432,63,Orthorhombic,4
mp-20222,Sr2NbInO6,3.3968,20,5.7091,13.9309,14,Monoclinic,4
mp-556516,Tl2S,0.7668,27,7.5043,32.5157,146,Trigonal,2
mp-7094,ReAgO4,2.3102,12,7.1501,13.8598,88,Tetragonal,3
mp-24130,CaP2(HO)4,5.5901,22,2.0429,12.5663,15,Monoclinic,4
mp-30927,CsAs4F13,4.981,18,3.8043,16.4793,82,Tetragonal,3
mp-1194919,Eu2CuH4(SO6)2,0.1958,42,4.2621,11.6443,14,Monoclinic,5
mp-21836,K2In12Se19,0.8553,66,4.8231,30.8426,148,Trigonal,3
mp-1203480,Rb7DyFe6(P4O17)2,2.2251,56,3.6757,15.2275,2,Triclinic,5
mp-561902,CsAg3S2,0.4114,12,5.8934,24.4494,12,Monoclinic,3
mp-1213477,CsHf6CCl15,1.2179,92,4.4441,28.3917,51,Orthorhombic,4
mp-560688,K4V5CdClO15,2.3346,26,2.8118,18.1472,75,Tetragonal,5
mp-2513,As2Pt,0.0785,12,10.5626,18.0753,205,Cubic,2
mp-1078973,Sr(InP)2,0.1833,10,4.7633,26.4392,194,Hexagonal,3
mp-648007,Tl2Mo4O13,2.8189,152,5.5621,15.721,61,Orthorhombic,3
mp-15472,Ba4LiCu(CO5)2,0.5423,18,5.0485,14.6881,121,Tetragonal,5
mp-581138,Cs2TiV3(PO6)3,2.1004,108,3.4687,15.0252,184,Hexagonal,5
mp-999137,SmTlSe2,1.2219,4,7.0216,30.3099,166,Trigonal,3
mp-1105728,Ba(GaP)2,1.4277,20,4.5753,24.5867,14,Monoclinic,3
mp-12444,SrCuSF,1.5126,8,5.0048,16.7743,129,Tetragonal,4
mp-557436,NaNb2PS10,1.3156,56,2.645,25.1312,15,Monoclinic,4
